"Format","MoTeC CSV File",,,"Workbook","Samples"
"Venue","barber full",,,"Worksheet","grip factors export"
"Vehicle","lamborghinievogt3",,,"Vehicle Desc","lamborghinievogt3"
"Driver","Joao G Alves",,,"Engine ID",""
"Device","ADL"
"Comment","baseline.sto",,,"Session","Test"
"Log Date","05/04/2022",,,"Origin Time","0.000","s"
"Log Time","23:09:48",,,"Start Time","0.000","s"
"Sample Rate","100.000","Hz",,"End Time","260.317","s"
"Duration","260.317","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","10358","m"
"Beacon Markers","98.317 183.236 "


"Time","Distance","Ground Speed","G Force Lat","G Force Long","Lap Distance","Tyre Pres FL","Tyre Pres FR","Tyre Pres RL","Tyre Pres RR","Throttle Pos","Brake","Steering Wheel Angle"
"s","m","km/h","G","G","m","kPa","kPa","kPa","kPa","%","%","rad"


"12.710","147","110.0964557","1.24968109","0.53695366","247.71200","165.176397","165.209856","165.302838","165.320358","100.000000","0.000000","0.75690530"
"12.720","147","110.2705367","1.25253214","0.55141678","248.06090","165.176195","165.209955","165.302867","165.320573","100.000000","0.000000","0.74185998"
"12.730","147","110.4477327","1.19572842","0.55473242","248.41048","165.176013","165.210061","165.302877","165.320755","100.000000","0.000000","0.72595298"
"12.740","148","110.6369142","1.10424475","0.58416465","248.76075","165.175811","165.210160","165.302893","165.320957","100.000000","0.000000","0.70799128"
"12.750","148","110.8320883","0.99542112","0.62665516","249.11138","165.175600","165.210256","165.302912","165.321168","100.000000","0.000000","0.68900224"
"12.760","148","111.0348518","0.97251158","0.62212175","249.46282","165.175418","165.210333","165.302912","165.321370","100.000000","0.000000","0.67170366"
"12.770","149","111.2365947","0.96070643","0.61679183","249.81467","165.175219","165.210422","165.302918","165.321587","100.000000","0.000000","0.65321184"
"12.780","149","111.4362962","0.97111005","0.60986889","250.16731","165.174989","165.210538","165.302938","165.321837","100.000000","0.000000","0.63233352"
"12.790","149","111.6314450","0.97829520","0.60255535","250.52079","165.174778","165.210646","165.302970","165.322054","100.000000","0.000000","0.61264845"
"12.800","149","111.8243174","0.98387112","0.59504652","250.87468","165.174576","165.210752","165.303008","165.322256","100.000000","0.000000","0.59356000"
"12.810","150","112.0110382","0.97084210","0.58308458","251.22977","165.174384","165.210848","165.303027","165.322477","100.000000","0.000000","0.57417270"
"12.820","150","112.1963720","0.95293032","0.57275814","251.58526","165.174189","165.210950","165.303046","165.322707","100.000000","0.000000","0.55458669"
"12.830","150","112.3789317","0.92525304","0.56570266","251.94152","165.173987","165.211066","165.303066","165.322957","100.000000","0.000000","0.53460323"
"12.840","151","112.5589571","0.90123054","0.56000433","252.29837","165.173779","165.211168","165.303085","165.323200","100.000000","0.000000","0.51269757"
"12.850","151","112.7377152","0.87903544","0.55498456","252.65550","165.173568","165.211264","165.303104","165.323440","100.000000","0.000000","0.48983080"
"12.860","151","112.9136532","0.85234547","0.55042790","253.01376","165.173347","165.211370","165.303142","165.323670","100.000000","0.000000","0.46964793"
"12.870","152","113.0891282","0.82736314","0.54755146","253.37241","165.173130","165.211475","165.303174","165.323907","100.000000","0.000000","0.44929955"
"12.880","152","113.2636769","0.80579606","0.54803550","253.73185","165.172918","165.211581","165.303194","165.324157","100.000000","0.000000","0.42862017"
"12.890","152","113.4383409","0.79121680","0.54815214","254.09210","165.172707","165.211674","165.303206","165.324406","100.000000","0.000000","0.40575293"
"12.900","153","113.6130624","0.78013144","0.54808508","254.45276","165.172496","165.211760","165.303216","165.324656","100.000000","0.000000","0.38179176"
"12.910","153","113.7884129","0.77017269","0.54896818","254.81460","165.172275","165.211875","165.303254","165.324925","100.000000","0.000000","0.36111199"
"12.920","153","113.9649869","0.75908885","0.55239237","255.17679","165.172058","165.211981","165.303286","165.325194","100.000000","0.000000","0.34029956"
"12.930","154","114.1440077","0.74575483","0.56089871","255.53969","165.171846","165.212067","165.303306","165.325462","100.000000","0.000000","0.31922182"
"12.940","154","114.3259407","0.73627890","0.56802302","255.90341","165.171642","165.212173","165.303325","165.325718","100.000000","0.000000","0.29748123"
"12.950","154","114.5093299","0.72873200","0.57445632","256.26754","165.171440","165.212288","165.303344","165.325968","100.000000","0.000000","0.27540922"
"12.960","155","114.6963410","0.72880909","0.58196705","256.63295","165.171219","165.212384","165.303363","165.326256","100.000000","0.000000","0.25810924"
"12.970","155","114.8846124","0.72850619","0.58869954","256.99879","165.171011","165.212480","165.303386","165.326531","100.000000","0.000000","0.24061049"
"12.980","155","115.0754043","0.72744333","0.59387558","257.36547","165.170829","165.212576","165.303414","165.326781","100.000000","0.000000","0.22271421"
"12.990","155","115.2671777","0.73978194","0.59694426","257.73300","165.170614","165.212653","165.303462","165.327043","100.000000","0.000000","0.20766808"
"13.000","156","115.4594419","0.75882128","0.59895928","258.10096","165.170384","165.212720","165.303520","165.327312","100.000000","0.000000","0.19404704"
"13.010","156","115.6516370","0.74379152","0.59667213","258.47030","165.170182","165.212816","165.303530","165.327600","100.000000","0.000000","0.18082330"
"13.020","156","115.8427837","0.72594517","0.59270341","258.84006","165.169971","165.212912","165.303549","165.327891","100.000000","0.000000","0.16763278"
"13.030","157","116.0318339","0.70246563","0.58537155","259.21068","165.169741","165.213008","165.303587","165.328189","100.000000","0.000000","0.15450870"
"13.040","157","116.2169672","0.69208184","0.57999853","259.58212","165.169530","165.213104","165.303626","165.328474","100.000000","0.000000","0.14377075"
"13.050","157","116.4001421","0.68824592","0.57560492","259.95398","165.169328","165.213200","165.303664","165.328752","100.000000","0.000000","0.13422588"
"13.060","158","116.5831857","0.67455313","0.57100292","260.32710","165.169098","165.213267","165.303702","165.329050","100.000000","0.000000","0.12269240"
"13.070","158","116.7669873","0.65592952","0.56951764","260.70066","165.168874","165.213338","165.303734","165.329338","100.000000","0.000000","0.11152348"
"13.080","158","116.9523049","0.62744428","0.57426580","261.07514","165.168662","165.213414","165.303754","165.329606","100.000000","0.000000","0.10108371"
"13.090","159","117.1374843","0.59071901","0.57508809","261.45060","165.168445","165.213498","165.303786","165.329901","100.000000","0.000000","0.08945097"
"13.100","159","117.3225946","0.54987372","0.57394744","261.82656","165.168224","165.213584","165.303824","165.330208","100.000000","0.000000","0.07722176"
"13.110","159","117.5077256","0.51009782","0.57128826","262.20378","165.168013","165.213670","165.303853","165.330477","100.000000","0.000000","0.06688135"
"13.120","160","117.6927068","0.47321502","0.56988001","262.58144","165.167795","165.213754","165.303891","165.330758","100.000000","0.000000","0.05736954"
"13.130","160","117.8773885","0.44211838","0.57097359","262.95998","165.167565","165.213830","165.303949","165.331066","100.000000","0.000000","0.04951493"
"13.140","160","118.0617800","0.41785940","0.57002610","263.33938","165.167347","165.213901","165.303981","165.331354","100.000000","0.000000","0.04252194"
"13.150","161","118.2460262","0.39701924","0.56805808","263.71920","165.167136","165.213968","165.304000","165.331632","100.000000","0.000000","0.03595978"
"13.160","161","118.4301619","0.36259866","0.56246927","264.10064","165.166915","165.214045","165.304048","165.331958","100.000000","0.000000","0.03088908"
"13.170","161","118.6132009","0.32666874","0.55749661","264.48261","165.166698","165.214125","165.304093","165.332272","100.000000","0.000000","0.02624914"
"13.180","162","118.7940465","0.28772018","0.55375623","264.86561","165.166486","165.214211","165.304131","165.332560","100.000000","0.000000","0.02247072"
"13.190","162","118.9725788","0.25537323","0.54503835","265.24941","165.166269","165.214285","165.304176","165.332867","100.000000","0.000000","0.01802968"
"13.200","162","119.1499546","0.22632710","0.53383172","265.63360","165.166048","165.214352","165.304224","165.333184","100.000000","0.000000","0.01325734"
"13.210","163","119.3222984","0.19816513","0.53092321","266.01910","165.165818","165.214429","165.304243","165.333491","100.000000","0.000000","0.00868379"
"13.220","163","119.4945869","0.17606346","0.52798286","266.40502","165.165587","165.214509","165.304275","165.333795","100.000000","0.000000","0.00361296"
"13.230","163","119.6667648","0.16608242","0.52497886","266.79176","165.165357","165.214595","165.304333","165.334093","100.000000","0.000000","-0.00245243"
"13.240","164","119.8389750","0.16101070","0.52705744","267.17982","165.165146","165.214662","165.304390","165.334410","100.000000","0.000000","-0.00865008"
"13.250","164","120.0112013","0.15839364","0.53167732","267.56852","165.164944","165.214720","165.304448","165.334736","100.000000","0.000000","-0.01491387"
"13.260","164","120.1886945","0.14415290","0.54022482","267.95850","165.164733","165.214806","165.304486","165.335024","100.000000","0.000000","-0.02107808"
"13.270","165","120.3663859","0.12726746","0.54134945","268.34888","165.164525","165.214886","165.304528","165.335325","100.000000","0.000000","-0.02734187"
"13.280","165","120.5444736","0.10509260","0.52762831","268.74006","165.164323","165.214954","165.304576","165.335651","100.000000","0.000000","-0.03380483"
"13.290","165","120.6797668","0.08954286","0.39134059","269.13196","165.164102","165.215014","165.304618","165.335971","100.000000","0.000000","-0.04205722"
"13.300","166","120.7936627","0.07730569","0.19376958","269.52420","165.163872","165.215072","165.304656","165.336288","100.000000","0.000000","-0.05120433"
"13.310","166","120.7549832","0.06795122","-0.00773155","269.91930","165.163690","165.215130","165.304704","165.336586","100.000000","0.000000","-0.06005384"
"13.320","166","120.7193887","0.05186782","-0.12587534","270.31655","165.163498","165.215190","165.304758","165.336886","100.000000","0.000000","-0.06880377"
"13.330","167","120.6899643","0.02232659","-0.07730446","270.71811","165.163286","165.215258","165.304826","165.337194","100.000000","0.000000","-0.07735454"
"13.340","167","120.6773361","-0.01251683","0.05035677","271.11962","165.163082","165.215318","165.304874","165.337488","100.000000","0.000000","-0.08656817"
"13.350","167","120.6731059","-0.05001133","0.21756316","271.52112","165.162880","165.215376","165.304912","165.337776","100.000000","0.000000","-0.09611323"
"13.360","168","120.7845135","-0.08216041","0.35385758","271.92313","165.162678","165.215462","165.304950","165.338064","100.000000","0.000000","-0.10376927"
"13.370","168","120.9247995","-0.10949397","0.49048946","272.32548","165.162470","165.215542","165.305002","165.338352","100.000000","0.000000","-0.11132585"
"13.380","168","121.1228421","-0.12719651","0.62779626","272.72848","165.162250","165.215610","165.305078","165.338640","100.000000","0.000000","-0.11868352"
"13.390","169","121.3475743","-0.14048779","0.69189755","273.13588","165.162048","165.215670","165.305136","165.338934","100.000000","0.000000","-0.12352225"
"13.400","169","121.5856512","-0.15157346","0.71939608","273.54548","165.161856","165.215728","165.305184","165.339232","100.000000","0.000000","-0.12710150"
"13.410","169","121.8082176","-0.15786627","0.65643719","273.95768","165.161654","165.215786","165.305242","165.339510","100.000000","0.000000","-0.12859297"
"13.420","170","122.0125617","-0.16948598","0.58210790","274.37026","165.161443","165.215846","165.305302","165.339795","100.000000","0.000000","-0.13041600"
"13.430","170","122.1804611","-0.19175948","0.48503778","274.78358","165.161213","165.215914","165.305370","165.340093","100.000000","0.000000","-0.13290212"
"13.440","170","122.3182472","-0.21318876","0.41644897","275.19740","165.161014","165.215974","165.305418","165.340384","100.000000","0.000000","-0.13538775"
"13.450","171","122.4409766","-0.23419592","0.36210080","275.61146","165.160832","165.216032","165.305456","165.340672","100.000000","0.000000","-0.13787313"
"13.460","171","122.5527022","-0.25131925","0.36801970","276.02064","165.160640","165.216090","165.305523","165.340970","100.000000","0.000000","-0.14006088"
"13.470","171","122.6707592","-0.26403769","0.38791609","276.42763","165.160445","165.216154","165.305587","165.341267","100.000000","0.000000","-0.14251355"
"13.480","172","122.8014789","-0.26794635","0.43576743","276.83027","165.160243","165.216230","165.305645","165.341565","100.000000","0.000000","-0.14549606"
"13.490","172","122.9509624","-0.26827500","0.48139170","277.23328","165.160035","165.216294","165.305690","165.341862","100.000000","0.000000","-0.14920810"
"13.500","172","123.1098278","-0.26681364","0.52590244","277.63648","165.159824","165.216352","165.305728","165.342160","100.000000","0.000000","-0.15328491"
"13.510","173","123.2851991","-0.27517559","0.53971317","278.04041","165.159613","165.216429","165.305795","165.342448","100.000000","0.000000","-0.15775888"
"13.520","173","123.4599483","-0.28482058","0.54425590","278.44458","165.159411","165.216496","165.305859","165.342746","100.000000","0.000000","-0.16243188"
"13.530","173","123.6334533","-0.29703168","0.53026266","278.84922","165.159229","165.216544","165.305917","165.343062","100.000000","0.000000","-0.16750296"
"13.540","174","123.7969912","-0.30506061","0.50657208","279.24642","165.159040","165.216598","165.305994","165.343366","100.000000","0.000000","-0.17317054"
"13.550","174","123.9555456","-0.31099846","0.47803284","279.63990","165.158848","165.216656","165.306080","165.343664","100.000000","0.000000","-0.17913636"
"13.560","175","124.0973176","-0.31695537","0.45448697","280.03357","165.158666","165.216714","165.306128","165.343962","100.000000","0.000000","-0.18649402"
"13.570","175","124.2372326","-0.32548885","0.43898674","280.42738","165.158483","165.216774","165.306192","165.344262","100.000000","0.000000","-0.19421630"
"13.580","175","124.3734336","-0.33917547","0.43957778","280.82146","165.158301","165.216842","165.306288","165.344570","100.000000","0.000000","-0.20266784"
"13.590","176","124.5126067","-0.35240421","0.44894931","281.21581","165.158118","165.216909","165.306371","165.344883","100.000000","0.000000","-0.21151722"
"13.600","176","124.6532659","-0.36540400","0.46271108","281.61030","165.157936","165.216976","165.306448","165.345200","100.000000","0.000000","-0.22056552"
"13.610","176","124.8041203","-0.38464106","0.48264910","282.00053","165.157744","165.217034","165.306515","165.345488","100.000000","0.000000","-0.23200002"
"13.620","177","124.9573156","-0.40318791","0.49760393","282.38866","165.157555","165.217091","165.306589","165.345776","100.000000","0.000000","-0.24320252"
"13.630","177","125.1151926","-0.42035437","0.50259235","282.77262","165.157373","165.217149","165.306675","165.346064","100.000000","0.000000","-0.25394102"
"13.640","177","125.2726917","-0.44454932","0.50167382","283.15686","165.157203","165.217200","165.306749","165.346365","100.000000","0.000000","-0.26646896"
"13.650","178","125.4300019","-0.47225852","0.49780180","283.54126","165.157040","165.217248","165.306816","165.346672","100.000000","0.000000","-0.27989162"
"13.660","178","125.5817618","-0.48902658","0.48789604","283.92604","165.156848","165.217325","165.306912","165.346970","100.000000","0.000000","-0.29192286"
"13.670","178","125.7307500","-0.50381708","0.47716998","284.31094","165.156666","165.217398","165.307008","165.347267","100.000000","0.000000","-0.30362264"
"13.680","179","125.8741947","-0.51465248","0.46480334","284.69606","165.156502","165.217466","165.307104","165.347565","100.000000","0.000000","-0.31465950"
"13.690","179","126.0155382","-0.52377724","0.45961059","285.07627","165.156333","165.217520","165.307213","165.347850","100.000000","0.000000","-0.32589509"
"13.700","179","126.1558310","-0.53204668","0.45800480","285.45402","165.156160","165.217568","165.307328","165.348128","100.000000","0.000000","-0.33723004"
"13.710","180","126.2971123","-0.54690136","0.46374920","285.82921","165.155997","165.217645","165.307414","165.348435","100.000000","0.000000","-0.34588077"
"13.720","180","126.4397806","-0.56548988","0.47012683","286.20450","165.155837","165.217715","165.307510","165.348739","100.000000","0.000000","-0.35439896"
"13.730","180","126.5852229","-0.59154608","0.47777093","286.58000","165.155683","165.217773","165.307626","165.349037","100.000000","0.000000","-0.36265208"
"13.740","181","126.7319555","-0.61166391","0.47995675","286.95571","165.155517","165.217830","165.307722","165.349334","100.000000","0.000000","-0.36885000"
"13.750","181","126.8793331","-0.62881256","0.47941344","287.33154","165.155344","165.217888","165.307808","165.349632","100.000000","0.000000","-0.37402032"
"13.760","182","127.0258260","-0.65116141","0.47770637","287.70761","165.155200","165.217936","165.307952","165.349930","100.000000","0.000000","-0.37799748"
"13.770","182","127.1710310","-0.66784018","0.47409207","288.08076","165.155046","165.217987","165.308083","165.350234","100.000000","0.000000","-0.38124552"
"13.780","182","127.3136602","-0.67317878","0.46666333","288.44806","165.154874","165.218045","165.308189","165.350550","100.000000","0.000000","-0.38303532"
"13.790","183","127.4543816","-0.67937422","0.46400002","288.81514","165.154733","165.218109","165.308301","165.350861","100.000000","0.000000","-0.38429485"
"13.800","183","127.5941491","-0.68599808","0.46371944","289.18210","165.154608","165.218176","165.308416","165.351168","100.000000","0.000000","-0.38528924"
"13.810","183","127.7335780","-0.67087767","0.46416476","289.54934","165.154454","165.218243","165.308550","165.351466","100.000000","0.000000","-0.38528919"
"13.820","184","127.8734008","-0.65906897","0.46619398","289.91666","165.154301","165.218301","165.308682","165.351770","100.000000","0.000000","-0.38528916"
"13.830","184","128.0140116","-0.65388367","0.47139098","290.28418","165.154147","165.218339","165.308806","165.352086","100.000000","0.000000","-0.38528916"
"13.840","184","128.1562537","-0.66432575","0.47588502","290.65167","165.154000","165.218390","165.308938","165.352390","100.000000","0.000000","-0.38528916"
"13.850","185","128.2993114","-0.68258152","0.48002756","291.01916","165.153856","165.218448","165.309072","165.352688","100.000000","0.000000","-0.38528916"
"13.860","185","128.4441661","-0.70279898","0.48230677","291.37844","165.153722","165.218506","165.309206","165.353014","100.000000","0.000000","-0.38528916"
"13.870","185","128.5885279","-0.71857309","0.48135250","291.73782","165.153581","165.218560","165.309338","165.353331","100.000000","0.000000","-0.38528916"
"13.880","186","128.7319035","-0.72546051","0.47393126","292.09742","165.153427","165.218608","165.309462","165.353629","100.000000","0.000000","-0.38528916"
"13.890","186","128.8721226","-0.73474746","0.46583294","292.45723","165.153293","165.218650","165.309606","165.353933","100.000000","0.000000","-0.38528916"
"13.900","187","129.0107635","-0.74523416","0.45739608","292.81716","165.153168","165.218688","165.309760","165.354240","100.000000","0.000000","-0.38528916"
"13.910","187","129.1443725","-0.73455709","0.45211138","293.17742","165.153014","165.218755","165.309894","165.354509","100.000000","0.000000","-0.38558710"
"13.920","187","129.2774930","-0.73031301","0.44889527","293.53768","165.152867","165.218816","165.310032","165.354790","100.000000","0.000000","-0.38618356"
"13.930","188","129.4096366","-0.73893491","0.44981637","293.89792","165.152733","165.218864","165.310176","165.355098","100.000000","0.000000","-0.38737708"
"13.940","188","129.5434345","-0.75637925","0.45541674","294.25319","165.152618","165.218906","165.310320","165.355386","100.000000","0.000000","-0.38989601"
"13.950","188","129.6780595","-0.77823480","0.46335676","294.60598","165.152512","165.218944","165.310464","165.355664","100.000000","0.000000","-0.39307764"
"13.960","189","129.8179722","-0.80700216","0.47605703","294.95912","165.152397","165.218982","165.310627","165.355971","100.000000","0.000000","-0.39854671"
"13.970","189","129.9593457","-0.83554995","0.48509142","295.31236","165.152275","165.219021","165.310784","165.356272","99.920950","0.000000","-0.40454599"
"13.980","189","130.1036406","-0.86365861","0.48679406","295.66584","165.152141","165.219059","165.310928","165.356560","99.683802","0.000000","-0.41160569"
"13.990","190","130.2468710","-0.89473936","0.48448683","296.01952","165.152026","165.219098","165.311078","165.356861","99.446653","0.000000","-0.42018980"
"14.000","190","130.3895693","-0.92730616","0.48017468","296.37332","165.151920","165.219136","165.311232","165.357168","99.209504","0.000000","-0.42953612"
"14.010","191","130.5265306","-0.98151698","0.47060895","296.72743","165.151805","165.219174","165.311395","165.357446","98.498024","0.000000","-0.44166730"
"14.020","191","130.6609805","-1.02846574","0.46033069","297.07934","165.151696","165.219210","165.311565","165.357741","97.707499","0.000000","-0.45383142"
"14.030","191","130.7904077","-1.06089042","0.44862735","297.42688","165.151600","165.219238","165.311747","165.358067","96.758885","0.000000","-0.46606138"
"14.040","192","130.9150011","-1.07174018","0.43753965","297.77428","165.151504","165.219261","165.311923","165.358368","95.494072","0.000000","-0.47941839"
"14.050","192","131.0371776","-1.07180248","0.42675976","298.12162","165.151408","165.219280","165.312096","165.358656","94.071160","0.000000","-0.49333892"
"14.060","192","131.1530918","-1.06487982","0.41788955","298.46919","165.151322","165.219338","165.312288","165.358944","91.699610","0.000000","-0.50586766"
"14.070","193","131.2663980","-1.07106773","0.40776342","298.81682","165.151238","165.219392","165.312480","165.359235","89.249013","0.000000","-0.51789915"
"14.080","193","131.3744878","-1.10347675","0.39512542","299.16460","165.151162","165.219440","165.312672","165.359533","86.640323","0.000000","-0.52893613"
"14.090","193","131.4759421","-1.12878344","0.37744502","299.51246","165.151072","165.219482","165.312858","165.359837","82.608699","0.000000","-0.54017218"
"14.100","194","131.5740787","-1.15053896","0.35724340","299.86038","165.150976","165.219520","165.313040","165.360144","77.865608","0.000000","-0.55150776"
"14.110","194","131.6557025","-1.14886294","0.32060728","300.19508","165.150899","165.219530","165.313251","165.360451","71.936754","0.000000","-0.56005886"
"14.120","195","131.7279468","-1.14712941","0.27702280","300.52846","165.150829","165.219549","165.313462","165.360758","65.454541","0.000000","-0.56771512"
"14.130","195","131.7814318","-1.14528083","0.21954162","300.85918","165.150771","165.219587","165.313674","165.361066","57.865611","0.000000","-0.57358168"
"14.140","195","131.8098447","-1.13744246","0.15803593","301.18999","165.150726","165.219626","165.313885","165.361366","50.909091","0.000000","-0.57792365"
"14.150","196","131.8257216","-1.12660920","0.09451800","301.52084","165.150688","165.219664","165.314096","165.361664","44.268776","0.000000","-0.58150332"
"14.160","196","131.8077642","-1.10349893","0.03804124","301.85172","165.150640","165.219702","165.314298","165.361952","38.102775","0.000000","-0.58289518"
"14.170","196","131.7793029","-1.07421149","-0.01244229","302.18255","165.150602","165.219741","165.314509","165.362243","31.936769","0.000000","-0.58382310"
"14.180","197","131.7298337","-1.03256971","-0.05093933","302.51331","165.150582","165.219779","165.314739","165.362541","25.770753","0.000000","-0.58382318"
"14.190","197","131.6661258","-1.01317904","-0.08435166","302.84256","165.150538","165.219805","165.314970","165.362838","20.711464","0.000000","-0.58369074"
"14.200","197","131.5952986","-1.00491392","-0.11522162","303.17106","165.150480","165.219824","165.315200","165.363136","16.205538","0.000000","-0.58349204"
"14.210","198","131.5268006","-1.03555088","-0.10160649","303.49481","165.150461","165.219853","165.315440","165.363395","12.648224","0.000000","-0.58050913"
"14.220","198","131.4585999","-1.05593922","-0.09378001","303.81851","165.150432","165.219885","165.315670","165.363664","9.328066","0.000000","-0.57726101"
"14.230","199","131.3909937","-1.05583030","-0.09753084","304.14213","165.150384","165.219923","165.315882","165.363952","6.482217","0.000000","-0.57348247"
"14.240","199","131.3241800","-1.06305224","-0.09398570","304.46565","165.150362","165.219949","165.316099","165.364227","4.426881","0.000000","-0.56884226"
"14.250","199","131.2577626","-1.07393960","-0.08679257","304.78912","165.150352","165.219968","165.316320","165.364496","2.766800","0.000000","-0.56377120"
"14.260","200","131.1510482","-1.05706006","-0.24296239","305.11248","165.150352","165.220006","165.316560","165.364784","2.055339","0.000000","-0.55691032"
"14.270","200","131.0190428","-1.05133770","-0.36834902","305.43570","165.150352","165.220048","165.316790","165.365059","1.422927","0.571905","-0.54968479"
"14.280","200","130.8364554","-1.06792966","-0.43216926","305.75864","165.150352","165.220096","165.317002","165.365309","0.948616","2.287620","-0.54172997"
"14.290","201","130.6375004","-1.10734986","-0.45857990","306.07947","165.150352","165.220125","165.317219","165.365558","0.632412","3.617299","-0.53284705"
"14.300","201","130.4303616","-1.15818416","-0.46628572","306.39926","165.150352","165.220144","165.317440","165.365808","0.395262","4.753961","-0.52350008"
"14.310","202","130.2443666","-1.18380877","-0.41683456","306.71758","165.150362","165.220173","165.317670","165.366077","0.158105","11.323722","-0.51345740"
"14.320","202","130.0565123","-1.20077478","-0.40017982","307.03571","165.150384","165.220205","165.317904","165.366346","0.000000","16.084832","-0.50324902"
"14.330","202","129.8649393","-1.20042362","-0.44911790","307.35345","165.150432","165.220243","165.318144","165.366614","0.000000","17.228644","-0.49270926"
"14.340","203","129.6784765","-1.20245107","-0.44342129","307.67076","165.150461","165.220269","165.318390","165.366870","0.000000","21.417849","-0.48124138"
"14.350","203","129.4945690","-1.20566784","-0.41040732","307.98786","165.150480","165.220288","165.318640","165.367120","0.000000","27.129752","-0.46930944"
"14.360","203","129.2647588","-1.18339315","-0.53269262","308.30431","165.150518","165.220326","165.318880","165.367389","0.000000","28.845465","-0.45797417"
"14.370","204","129.0197998","-1.16734957","-0.63618272","308.62040","165.150563","165.220358","165.319120","165.367658","0.000000","31.797923","-0.44584339"
"14.380","204","128.7445432","-1.16376819","-0.70208240","308.93578","165.150621","165.220378","165.319360","165.367926","0.000000","37.223871","-0.43212161"
"14.390","204","128.4260406","-1.12068573","-0.80584979","309.24866","165.150672","165.220422","165.319606","165.368182","0.000000","39.604427","-0.41912931"
"14.400","205","128.0859149","-1.05785272","-0.92855104","309.56030","165.150720","165.220480","165.319856","165.368432","0.000000","40.462288","-0.40650176"
"14.410","205","127.7176643","-1.02030506","-0.93640197","309.87074","165.150778","165.220499","165.320096","165.368701","0.000000","50.749434","-0.39377420"
"14.420","205","127.3292490","-0.96395373","-0.99105027","310.18075","165.150835","165.220515","165.320342","165.368963","0.000000","58.844281","-0.38088107"
"14.430","206","126.9005046","-0.86999507","-1.13929333","310.48991","165.150893","165.220525","165.320602","165.369213","0.000000","62.554527","-0.36765681"
"14.440","206","126.4520471","-0.82253933","-1.19481642","310.79807","165.150950","165.220554","165.320867","165.369469","0.000000","62.652223","-0.35357051"
"14.450","207","125.9937331","-0.79833504","-1.20397952","311.10574","165.151008","165.220592","165.321136","165.369728","0.000000","60.943644","-0.33905320"
"14.460","207","125.5412390","-0.76456541","-1.17729690","311.41191","165.151085","165.220630","165.321395","165.369968","0.000000","61.515557","-0.32642564"
"14.470","207","125.0894868","-0.72803771","-1.16179053","311.71740","165.151174","165.220672","165.321648","165.370218","0.000000","61.229610","-0.31419576"
"14.480","208","124.6392184","-0.68599389","-1.16863667","312.02154","165.151290","165.220720","165.321888","165.370486","0.000000","59.227942","-0.30276124"
"14.490","208","124.1948114","-0.63818310","-1.15527914","312.32352","165.151373","165.220762","165.322147","165.370736","0.000000","58.751344","-0.29092895"
"14.500","208","123.7533350","-0.58748884","-1.13181976","312.62442","165.151440","165.220800","165.322416","165.370976","0.000000","59.037280","-0.27889776"
"14.510","209","123.3082575","-0.55079786","-1.15797078","312.92398","165.151536","165.220848","165.322656","165.371206","0.000000","59.609200","-0.27004830"
"14.520","209","122.8579085","-0.52150628","-1.18367440","313.22310","165.151638","165.220899","165.322899","165.371440","0.000000","59.799840","-0.26136466"
"14.530","209","122.3970163","-0.50701352","-1.20848320","313.52134","165.151754","165.220957","165.323149","165.371680","0.000000","59.227920","-0.25301264"
"14.540","210","121.9330783","-0.50511586","-1.21553328","313.81866","165.151869","165.221014","165.323392","165.371907","0.000000","59.799834","-0.24651646"
"14.550","210","121.4676173","-0.50951576","-1.21370400","314.11550","165.151984","165.221072","165.323632","165.372128","0.000000","60.943664","-0.24094818"
"14.560","210","120.9960876","-0.50610543","-1.22571542","314.41095","165.152070","165.221130","165.323872","165.372378","0.000000","62.080306","-0.23637428"
"14.570","211","120.5237445","-0.50109218","-1.23414877","314.70579","165.152166","165.221184","165.324115","165.372611","0.000000","62.268548","-0.23226458"
"14.580","211","120.0497748","-0.49287310","-1.23542595","314.99939","165.152282","165.221232","165.324365","165.372813","0.000000","60.559988","-0.22908324"
"14.590","211","119.5838001","-0.49508690","-1.21513491","315.29092","165.152397","165.221306","165.324595","165.373034","0.000000","59.609193","-0.22590143"
"14.600","212","119.1218227","-0.50251716","-1.18405976","315.58140","165.152512","165.221392","165.324816","165.373264","0.000000","59.037280","-0.22271938"
"14.610","212","118.6696328","-0.50161730","-1.17896754","315.87052","165.152618","165.221459","165.325027","165.373446","0.000000","60.752999","-0.22152628"
"14.620","212","118.2145006","-0.49904303","-1.18362906","316.15918","165.152726","165.221530","165.325251","165.373638","0.000000","61.038957","-0.22069782"
"14.630","213","117.7534840","-0.49311993","-1.20779806","316.44692","165.152842","165.221606","165.325501","165.373850","0.000000","58.465391","-0.22059864"
"14.640","213","117.2957944","-0.49911164","-1.19629235","316.73376","165.152970","165.221696","165.325725","165.374054","0.000000","58.179438","-0.22049920"
"14.650","213","116.8397683","-0.51106076","-1.16694928","317.02014","165.153104","165.221792","165.325936","165.374256","0.000000","59.037292","-0.22039962"
"14.660","213","116.3858642","-0.50017110","-1.18716213","317.30516","165.153219","165.221898","165.326147","165.374448","0.000000","57.893493","-0.22039960"
"14.670","214","115.9332849","-0.49482598","-1.19171571","317.58973","165.153344","165.221997","165.326362","165.374637","0.000000","56.749683","-0.22039958"
